seg_idx,t_start_s,t_end_s,t_start_device_ns,t_end_device_ns,transcript,gaze_yaw_mean_rad,gaze_pitch_mean_rad,gaze_depth_mean_m,gaze_yaw_std_rad,head_accel_mag_mean,head_gyro_mag_mean,gps_speed_mps,body_state,lat,lon,left_hand_visible_frac,right_hand_visible_frac,discourse_level,discourse_label,discourse_confidence,seg_dur_s,f0_mean_hz,f0_std_hz,f0_range_hz,voiced_frac,energy_mean,energy_std,pause_frac,ser_arousal,ser_dominance,ser_valence,lang,level,label,confidence,rationale
74,351.0,357.13,810498220854,816632220854,ci sono anche castagni e altre piante però i faggi sono quelli che costituiscono la retta di boschi antichi,0.2499,-0.2245,0.598,0.0992,9.97,0.5432,0.873,walking,45.9529457,8.9288015,0.0,0.0,1,concrete,0.9,6.13,237.6,56.2,269.0,0.661,0.00515,0.00563,0.448,0.6075,0.5629,0.6839,it,1,concrete,0.9,Describes specific tree types and their role here.
75,358.98,359.87,818479220854,819365220854,E gente con il tronco liscio?,-0.1849,-0.2276,1.157,0.0263,9.759,0.275,0.516,walking,45.952961,8.9287634,0.0,0.0,1,concrete,0.9,0.89,269.1,20.3,81.4,0.786,0.00368,0.00092,0.0,0.5898,0.5658,0.413,it,1,concrete,0.9,Asks about physical tree feature.
76,360.03,361.63,819530220854,821133220854,"Le foglie qui in alto sono un po' aristocratici, stanno un po' da soli.",0.0806,-0.1342,1.185,0.2094,9.987,0.6157,0.517,walking,45.952961,8.9287567,0.0,0.0,1,concrete,0.9,1.6,249.0,22.7,104.6,0.549,0.0033,0.00098,0.0,0.6633,0.6173,0.5969,it,1,concrete,0.9,Describes leaf characteristics.
77,365.7,370.06,825200220854,829558220854,"Quando vediamo un gruppo ve li faccio vedere, che li riconoscete.",-0.0353,-0.2289,1.114,0.1216,9.964,0.4574,1.048,walking,45.9529572,8.9286776,0.0,0.0,3,aside,0.95,4.36,217.0,23.4,93.6,0.737,0.00375,0.00098,0.0,0.7479,0.7359,0.6532,it,3,aside,0.95,"Procedural, expert's action."
78,370.14,371.5,829638220854,831002220854,"I castagni sono gente più popolare, cresce nel foglio ovunque.",0.1854,-0.323,0.806,0.1902,10.002,0.5273,0.983,walking,45.9529686,8.9286413,0.0,0.0,1,concrete,0.9,1.36,329.5,22.9,92.2,0.814,0.00509,0.00207,0.0,0.7907,0.7509,0.2243,it,1,concrete,0.9,Describes tree type and growth.
79,376.2,378.14,835696220854,837641220854,"Si mescolano come gli pare, tipo quando tu vedi per esempio questo, questo tipo.",0.1828,-0.2193,0.724,0.2804,10.11,0.6363,0.824,walking,45.9529686,8.9285707,0.0,0.053,1,concrete,0.9,1.94,240.9,24.5,94.7,0.721,0.00524,0.00239,0.0,0.5551,0.5446,0.4736,it,1,concrete,0.9,Illustrates tree growth habit.
80,385.94,387.28,845442220854,846783220854,"crescere dal basso, vedi?",-0.0734,-0.401,0.564,0.0147,9.917,0.1252,0.519,walking,45.9529648,8.9285259,0.0,0.0,1,concrete,0.95,1.34,254.0,38.3,147.3,0.643,0.0032,0.00073,0.0,0.5582,0.5056,0.4801,it,1,concrete,0.95,Direct observation and description.
81,387.3,389.49,846803220854,848986220854,Può avere un poco così ma lui ti dà,-0.0854,-0.4037,0.59,0.0134,9.909,0.0563,0.221,dwelling,45.9529686,8.9285326,0.0,0.091,3,aside,0.85,2.19,242.6,24.6,102.2,0.565,0.0034,0.00085,0.0,0.5081,0.4875,0.5555,it,3,aside,0.85,"Incomplete thought, filler."
82,390.07,390.51,849570220854,850010220854,"E lui fa, ovviamente,",-0.0982,-0.36,0.594,0.0202,9.924,0.091,0.147,dwelling,45.9529686,8.9285326,0.0,0.0,3,aside,0.9,0.44,210.9,11.0,33.1,0.5,0.0033,0.00047,0.0,0.4787,0.4699,0.3363,it,3,aside,0.9,"Filler, conversational lead-in."
83,398.27,399.69,857765220854,859188220854,"Ok, questa è prima dell'avvento del mais che è americano.",-0.0346,-0.327,0.499,0.085,9.848,0.2439,0.074,dwelling,45.952961,8.9285402,0.0,0.0,2,contextual,0.9,1.42,198.7,83.2,267.2,0.667,0.00708,0.00303,0.0,0.4545,0.4827,0.5253,it,2,contextual,0.9,Historical framing for food source.
84,404.46,405.98,863958220854,865480220854,"Non si sa se è messicano o peruviano, però noi diciamo peruviano ovviamente.",0.0013,-0.6302,0.485,0.0186,9.859,0.0409,0.0,dwelling,45.952961,8.9285383,0.0,0.0,2,contextual,0.85,1.52,183.8,6.0,23.4,0.854,0.00425,0.00131,0.0,0.3599,0.4304,0.4444,it,2,contextual,0.85,Tangential domain context (maize origin).
85,410.79,413.73,870285220854,873228220854,Prima dell'arrivo di tante cose la castagna è stata veramente la farina di queste montagne.,-0.04,-0.2458,0.467,0.2122,9.876,0.1499,0.0,dwelling,45.952961,8.9285383,0.0,0.0,2,contextual,0.95,2.94,252.5,36.3,153.1,0.859,0.00716,0.0034,0.0,0.6088,0.5774,0.4581,it,2,contextual,0.95,Historical significance/generalization.
86,418.74,419.62,878238220854,879124220854,"i gnocchi, tutto si fa",-0.164,-0.1768,0.437,0.0251,9.989,0.1651,0.0,dwelling,45.952961,8.9285383,0.0,0.0,1,concrete,0.9,0.88,192.6,23.3,78.8,1.0,0.00436,0.00099,0.0,0.4166,0.4702,0.4953,it,1,concrete,0.9,Specific examples of food uses.
87,420.03,421.87,879530220854,881372220854,le castagne e l'albero è stato chiamato da molte comunità native come per esempio i,-0.2643,-0.2208,0.407,0.1486,9.923,0.4438,0.0,scanning,45.952961,8.9285383,0.0,0.0,2,contextual,0.9,1.84,246.0,53.4,160.0,0.914,0.00652,0.00315,0.0,0.6145,0.5908,0.7072,it,2,contextual,0.9,Historical/cultural significance.
88,426.9,430.86,886398220854,890360220854,addirittura viene chiamato l'albero un albero multicentenario perfetto per costruire,-0.1445,-0.1965,0.648,0.0519,9.953,0.1678,0.613,walking,45.9529839,8.9285555,0.0,0.0,2,contextual,0.85,3.96,199.5,58.6,216.2,0.839,0.0048,0.00316,0.073,0.4619,0.4805,0.5496,it,2,contextual,0.85,Cultural significance and general utility.
89,434.86,436.91,894363220854,896408220854,è perfetto per mangiare la corteccia si usa anche molto bene quindi è proprio è l'albero più,-0.0744,-0.1524,0.594,0.0441,9.939,0.0749,0.147,dwelling,45.9529877,8.9285641,0.0,0.0,1,concrete,0.9,2.05,217.7,27.7,125.0,0.846,0.0038,0.00168,0.0,0.4861,0.5292,0.5871,it,1,concrete,0.9,Specific uses of tree parts.
90,441.58,443.64,901079220854,903141220854,più utilizzabile di tutti gli alberi e definisce una topografia anche piuttosto sacra perché,0.2816,-0.2128,0.513,0.0375,9.947,0.2361,0.074,dwelling,45.9529915,8.9285536,0.0,0.0,2,contextual,0.9,2.06,270.0,46.6,192.5,0.754,0.00657,0.00437,0.031,0.6071,0.6202,0.5134,it,2,contextual,0.9,General characteristics and cultural significance of tree.
91,448.57,449.89,908069220854,909385220854,i celti lo trasformano in,0.258,-0.1916,0.527,0.0108,9.939,0.0572,0.0,dwelling,45.9529953,8.9285536,0.0,0.0,2,contextual,0.9,1.32,208.0,42.6,172.4,0.952,0.00483,0.00131,0.0,0.4842,0.523,0.5428,it,2,contextual,0.9,Part of cultural context for tree type.
92,450.03,450.21,909530220854,909711220854,divinità.,0.2279,-0.1777,0.483,0.0062,10.183,0.1574,0.0,dwelling,45.9529953,8.9285536,0.0,0.0,2,contextual,0.9,0.18,169.4,3.1,9.8,1.0,0.00396,0.00053,0.0,,,,it,2,contextual,0.9,Completes cultural context for the tree.
93,452.25,452.67,911744220854,912164220854,E lui è dappertutto.,-0.2571,-0.1869,0.497,0.1235,9.72,0.2844,0.0,scanning,45.9529953,8.9285536,0.0,0.0,2,contextual,0.9,0.42,73.8,7.9,20.3,0.5,0.01351,0.00501,0.0,0.5677,0.4803,0.3593,it,2,contextual,0.9,General observation on tree's prevalence/context.
94,452.69,454.39,912184220854,913885220854,In questo bosco particolare sostiene una competizione molto attiva con i pagli.,-0.0614,-0.1609,0.954,0.2579,10.025,0.7217,0.073,scanning,45.9529953,8.9285526,0.0,0.0,1,concrete,1.0,1.7,299.8,48.5,124.3,0.352,0.00474,0.0024,0.019,0.5694,0.5255,0.5742,it,1,concrete,1.0,Specific ecological interaction in this forest.
95,460.19,460.75,919689220854,920250220854,Grazie mille,0.171,-0.2317,0.669,0.0505,10.67,0.4289,1.056,walking,45.9529648,8.9284601,0.0,0.0,3,aside,1.0,0.56,228.9,18.4,56.7,1.0,0.00436,0.00109,0.0,0.5034,0.472,0.6273,it,3,aside,1.0,"Polite social interaction, thank you."
96,467.18,467.94,926678220854,927440220854,ogni tanto il cammino non è disegnato,-0.2357,-0.3405,0.487,0.1116,10.082,1.0883,0.293,scanning,45.9529343,8.928443,0.0,0.0,1,concrete,0.9,0.76,303.7,51.9,154.3,0.917,0.00599,0.00085,0.0,0.6727,0.5924,0.6625,it,1,concrete,0.9,Explaining formation of paths via natural processes.
97,470.97,474.28,930472220854,933779220854,Dall'essere umano ma dall'apertura di certi segmenti nella geomorfologia che aiutano a definire il cammino.,0.1816,-0.2142,0.961,0.19,9.882,0.7468,0.48,scanning,45.9529228,8.9284668,0.0,0.0,1,concrete,1.0,3.31,261.9,36.6,154.7,0.827,0.00565,0.00182,0.0,0.5796,0.5716,0.5042,it,1,concrete,1.0,Detailed explanation of path formation by geomorphology.
98,479.01,479.97,938507220854,939466220854,Passo il cammino anche.,-0.0349,-0.2091,0.629,0.1904,10.39,0.8589,0.847,walking,45.9529076,8.9284458,0.0,0.0,3,aside,0.8,0.96,247.3,38.8,113.2,0.774,0.00516,0.00135,0.0,0.4769,0.4665,0.3558,it,3,aside,0.8,Personal/procedural comment about walking.
99,480.03,480.63,939530220854,940131220854,Quello è il cammino moderno.,-0.2059,-0.1291,1.263,0.0259,9.752,0.3439,0.85,walking,45.9528999,8.9284458,0.0,0.0,1,concrete,1.0,0.6,,,,0.0,0.0058,0.00043,0.0,0.6553,0.5061,0.4174,it,1,concrete,1.0,Identifying specific path as modern.
100,488.47,488.63,947967220854,948131220854,Grazie.,-0.1731,-0.2087,0.923,0.0188,12.065,0.707,0.861,walking,45.9528503,8.928421,0.0,0.0,3,aside,1.0,0.16,,,,0.0,0.00423,0.00095,0.0,,,,it,3,aside,1.0,"Polite social interaction, thank you."
101,492.15,493.01,951646220854,952508220854,Sì.,-0.4262,-0.3053,0.682,0.0339,10.01,0.3182,0.449,scanning,45.9528275,8.928401,0.0,0.0,3,aside,1.0,0.86,112.8,38.1,93.2,0.481,0.0092,0.0109,0.481,0.0905,0.1546,0.2909,it,3,aside,1.0,"Filler word, affirmation."
102,493.03,494.73,952528220854,954231220854,Senza foglio in basso?,-0.4009,-0.2556,0.908,0.0364,9.922,0.2419,0.147,dwelling,45.9528275,8.9283991,0.0,0.0,1,concrete,0.8,1.7,288.9,24.9,140.9,0.889,0.00685,0.0022,0.0,0.4598,0.4832,0.4721,it,1,concrete,0.8,Question for concrete feature identification.
103,494.75,497.4,954251220854,956897220854,"Lui è un faggio, anche questi sono faggi.",-0.2952,-0.2431,0.811,0.0277,9.94,0.1006,0.073,dwelling,45.9528275,8.9283981,0.0,0.0,1,concrete,1.0,2.65,260.1,76.1,261.6,0.651,0.00739,0.00556,0.036,0.5643,0.5721,0.6652,it,1,concrete,1.0,Direct identification of specific tree type.
104,508.54,508.62,968038220854,968118220854,Sì.,-0.1664,0.2269,1.55,0.0,8.933,0.5995,0.959,walking,45.9527473,8.9283657,0.0,0.0,3,aside,1.0,0.08,,,,,,,,,,,it,3,aside,1.0,"Filler word, affirmation."
105,510.05,510.49,969550220854,969991220854,Es como un bandoneón.,-0.1994,-0.4488,0.706,0.0727,10.309,0.5762,0.865,walking,45.9527283,8.9283609,0.0,0.0,1,concrete,1.0,0.44,,,,0.0,0.00529,0.00073,0.0,0.6012,0.5431,0.6056,es,1,concrete,1.0,Describes physical attribute/shape of an object.
106,525.24,532.27,984734220854,991769220854,y no se dejan atacar por muchos animales por eso son tan calados en la parte baja,-0.3024,-0.1949,1.116,0.2191,10.08,0.5299,0.862,walking,45.9526482,8.9282894,0.0,0.0,1,concrete,1.0,7.03,238.7,97.4,317.9,0.418,0.00716,0.01103,0.809,0.4233,0.45,0.5742,es,1,concrete,1.0,Explains a physical feature and its function.
107,541.6,542.0,1001097220853,1001498220854,¿Te voy a llamar?,0.3573,-0.0793,0.901,0.1642,9.357,1.0497,0.449,scanning,45.9525948,8.928277,0.0,0.0,3,aside,1.0,0.4,,,,0.0,0.00187,0.00048,0.0,,,,es,3,aside,1.0,"Conversational/procedural question, not content-related."
108,550.04,555.99,1009543220854,1015489220854,"Estas hacen pequeñas vacas rojas, quizás las veamos más adelante.",0.1313,-0.3595,0.414,0.0448,9.901,0.1528,0.074,dwelling,45.9525833,8.928277,0.0,0.0,1,concrete,1.0,5.95,239.4,40.5,152.0,0.785,0.00464,0.00115,0.0,0.4621,0.4749,0.5907,es,1,concrete,1.0,Describes specific output/feature of organisms.
109,556.01,556.43,1015509220854,1015929220854,¿Cuándo están abajo?,0.1223,-0.3946,0.396,0.0029,9.883,0.0365,0.074,dwelling,45.9525795,8.9282751,0.0,0.0,1,concrete,0.8,0.42,,,,0.0,0.00374,0.00044,0.0,0.6489,0.5484,0.4632,es,1,concrete,0.8,Asks about specific condition/location of objects.
110,556.45,561.3,1015949220854,1020804220854,tienen mucha espina para defenderse de los animales a medida que crecen.,0.0906,-0.3415,0.441,0.0818,9.884,0.0522,0.0,dwelling,45.9525795,8.9282742,0.0,0.0,1,concrete,1.0,4.85,187.8,69.4,226.8,0.711,0.0032,0.00063,0.0,0.5002,0.5,0.6011,es,1,concrete,1.0,"Explains physical features, function, and development."
111,563.0,569.97,1022497220854,1029466220854,"pierden las puntas, ya viven, no necesitan luchar contra alguien y se van volviendo",0.0319,-0.2461,0.54,0.1775,9.956,0.3077,0.0,scanning,45.9525795,8.9282742,0.0,0.0,1,concrete,1.0,6.97,213.7,65.9,283.6,0.807,0.00529,0.00541,0.367,0.4162,0.4611,0.4334,es,1,concrete,1.0,Describes physical changes and reasons during growth.
112,570.03,577.65,1029530220854,1037151220854,viendo más redondeados y cada uno de ellos es como único en su crecimiento siempre lo vas a ver en la parte baja,0.163,-0.3534,0.504,0.1611,9.916,0.1554,0.429,dwelling,45.952549,8.928256,0.0,0.0,1,concrete,1.0,7.62,245.4,47.9,241.3,0.816,0.00432,0.00163,0.025,0.5677,0.5799,0.5557,es,1,concrete,1.0,"Describes physical changes, individuality, and location."
113,578.01,579.24,1037512220854,1038735220854,Ultra con espinas y a medida que tata tata tata sobrevive.,0.3164,-0.191,0.589,0.2173,9.883,0.2373,0.516,walking,45.9525642,8.9282856,0.0,0.0,1,concrete,0.9,1.23,253.3,12.3,42.7,0.769,0.00348,0.00161,0.0,0.5746,0.5825,0.1619,es,1,concrete,0.9,Describes physical features (spines) and survival.
114,579.26,580.84,1038755220854,1040339220854,"Si no sobrevive, si se muere.",0.2578,-0.2627,0.551,0.2006,9.937,0.1664,0.516,walking,45.9525719,8.9282913,0.0,0.0,1,concrete,1.0,1.58,209.1,8.4,47.3,0.98,0.00276,0.00045,0.0,0.467,0.4755,0.7348,es,1,concrete,1.0,Describes a concrete hypothetical outcome (death).
115,581.06,585.99,1040559220854,1045491220854,Ese está todavía en la fase de que está luchando.,0.0765,-0.4516,0.488,0.1656,9.922,0.0476,0.294,dwelling,45.9525871,8.9282951,0.0,0.0,1,concrete,1.0,4.93,271.2,43.0,170.2,0.826,0.00355,0.00126,0.0,0.5536,0.5654,0.4622,es,1,concrete,1.0,Describes specific object's current concrete state.
116,586.01,588.66,1045511220854,1048162220854,"y no tiene nada más alto, pero es muy probable que lo logre.",0.0107,-0.5287,0.447,0.0109,9.915,0.0257,0.148,dwelling,45.9525871,8.9282827,0.0,0.0,1,concrete,1.0,2.65,218.6,15.8,62.3,0.627,0.00471,0.00125,0.0,0.3613,0.4295,0.4497,es,1,concrete,1.0,Describes physical characteristic and survival projection.
117,594.23,594.72,1053732220854,1054216220854,"España, ¿verdad?",0.2357,-0.5326,0.51,0.0337,10.189,0.6833,0.22,scanning,45.9525604,8.9282646,0.0,0.0,2,contextual,0.8,0.49,,,,0.0,0.00375,0.00072,0.0,0.4335,0.3921,0.524,es,2,contextual,0.8,Asks for confirmation of contextual/geographical detail.
118,600.07,601.12,1059570220854,1060614220854,è il fatto che in questo bosco c'è molto aereo,-0.0538,-0.3857,0.532,0.1249,10.189,0.428,0.875,walking,45.9525452,8.9282598,0.0,0.455,2,contextual,0.9,1.05,267.5,38.2,127.8,0.97,0.00257,0.00083,0.0,0.5933,0.5873,0.5222,it,2,contextual,0.9,General observation about the environment/forest.
119,606.67,610.05,1066166220854,1069553220854,Arbol y arbol es determinado por la falla.,0.0195,-0.0822,1.057,0.1856,9.966,0.3872,0.615,walking,45.9524841,8.928236,0.0,0.0,2,contextual,1.0,3.38,220.0,36.1,191.9,0.67,0.00309,0.001,0.0,0.5811,0.5691,0.5125,it,2,contextual,1.0,Explains geological influence on flora (generalization).
120,611.39,613.15,1070890220854,1072653220854,Ossia dai fagi.,-0.1421,-0.2816,0.577,0.1479,9.721,0.4724,0.956,walking,45.9524574,8.9282207,0.0,0.0,1,concrete,0.95,1.76,,,,0.0,0.00405,0.00137,0.0,0.5571,0.5705,0.5589,it,1,concrete,0.95,Naming a specific tree type.
121,613.79,616.36,1073294220854,1075857220854,I fagi determinano.,-0.1499,-0.262,0.58,0.135,10.035,0.5508,0.859,walking,45.9524384,8.9282131,0.0,0.04,1,concrete,0.95,2.57,177.1,65.9,202.6,0.765,0.0029,0.00086,0.0,0.619,0.5713,0.5634,it,1,concrete,0.95,Describing direct influence of specific trees.
122,616.38,617.46,1075877220854,1076959220854,Per esempio questo è un faggio molto bello.,-0.0291,-0.2047,0.68,0.2103,9.755,0.7015,0.853,walking,45.9524269,8.9282084,0.0,0.0,1,concrete,0.95,1.08,202.1,12.9,47.5,0.971,0.0028,0.00052,0.0,0.483,0.4271,0.4832,it,1,concrete,0.95,"Direct observation of a specific, tangible tree."
123,621.01,622.54,1080511220854,1082038220854,Lo determinano la rete sottostante.,-0.1179,-0.2822,0.522,0.1313,10.001,0.4213,0.424,scanning,45.952404,8.9282093,0.0,0.0,1,concrete,0.95,1.53,241.7,35.8,99.3,0.479,0.00455,0.00091,0.0,0.4314,0.4165,0.4287,it,1,concrete,0.95,Explains specific feature determining tree behavior.
124,623.99,629.87,1083485220854,1089366220854,"e la competizione con i castagni che si trovano lì, che sono quelli più scuri e rugosi con quelle foglie",-0.0513,-0.3084,0.517,0.1729,9.904,0.5055,0.424,scanning,45.9523926,8.928195,0.207,0.224,1,concrete,0.9,5.88,208.7,41.6,174.3,0.707,0.0029,0.0007,0.0,0.5415,0.5588,0.528,it,1,concrete,0.9,"Describes tree competition, physical features, forest function."
125,630.03,631.84,1089530220854,1091334220854,"grandi, viene dal fatto che ciascuno dei due ha un'idea su come funziona il bosco.",-0.0864,-0.6302,0.252,0.0168,9.769,0.0352,0.148,dwelling,45.9523888,8.9281902,0.944,1.0,1,concrete,0.9,1.81,146.5,63.5,143.8,0.281,0.00303,0.00066,0.0,0.4132,0.4122,0.4784,it,1,concrete,0.9,"Describes tree competition, physical features, forest function."
126,636.95,638.25,1096449220854,1097754220854,Sotto ci sono le radici che sono collegate attraverso il micelio,-0.2542,-0.1462,0.615,0.0309,9.91,0.098,0.0,dwelling,45.9523888,8.9281864,0.0,0.0,1,concrete,0.95,1.3,325.9,46.9,115.7,0.317,0.00285,0.00108,0.0,0.3359,0.3401,0.4517,it,1,concrete,0.95,Explaining physical connections via roots and mycelium.
127,643.91,647.28,1103414220854,1106782220854,con tutte le radici di tutti gli altri.,0.0122,-0.1191,0.534,0.12,9.951,0.4447,0.0,scanning,45.9523926,8.9281836,0.0,0.0,1,concrete,0.95,3.37,254.8,67.4,231.8,0.632,0.00417,0.00159,0.0,0.4477,0.4872,0.4216,it,1,concrete,0.95,Explaining physical connections via roots and mycelium.
128,647.32,647.76,1106822220854,1107263220854,Gli alberi più anziani,0.1324,-0.1526,0.539,0.0068,10.005,0.1409,0.0,dwelling,45.9523926,8.9281826,0.0,0.0,1,concrete,0.95,0.44,308.9,24.6,80.2,0.643,0.00418,0.00169,0.0,0.492,0.4737,0.3763,it,1,concrete,0.95,Explains specific functional role of older trees.
129,648.57,653.8,1108065220854,1113301220854,determinano come funziona la distribuzione dei minerali e degli alimenti.,0.0728,-0.2019,0.536,0.1149,9.911,0.0866,0.0,dwelling,45.9523926,8.9281826,0.0,0.0,1,concrete,0.95,5.23,211.8,49.0,239.5,0.652,0.00318,0.00121,0.0,0.3963,0.4563,0.5642,it,1,concrete,0.95,Explains specific functional role of older trees.
130,654.64,657.08,1114143220854,1116574220854,e questo ha fatto sì che,-0.1232,-0.3446,0.491,0.1576,9.873,0.4588,0.0,scanning,45.9523926,8.9281826,0.0,0.083,2,contextual,0.9,2.44,211.1,32.2,100.5,0.351,0.00264,0.00089,0.0,0.3485,0.3724,0.4186,it,2,contextual,0.9,Explains cultural/historical significance derived from concrete facts.
131,660.03,661.03,1119530220854,1120534220854,della relazione tra esseri umani e boschi,0.008,-0.0257,0.749,0.0046,9.863,0.027,0.0,dwelling,45.9523926,8.9281826,0.2,0.0,2,contextual,0.9,1.0,197.9,23.1,71.2,0.719,0.00395,0.00064,0.0,0.3553,0.3777,0.4009,it,2,contextual,0.9,Explains cultural/historical significance derived from concrete facts.
132,664.89,667.04,1124390220854,1126535220854,queste piante venissero venerate perché se tu tagli una di queste viene a mancare la gestione,0.0122,-0.0515,0.697,0.0455,9.873,0.0224,0.0,dwelling,45.9523926,8.9281826,0.0,0.0,2,contextual,0.9,2.15,218.1,43.7,194.2,0.941,0.00435,0.00139,0.0,0.411,0.4726,0.4789,it,2,contextual,0.9,Explains cultural/historical significance derived from concrete facts.
133,672.97,679.38,1132469220854,1138874220854,e l'organizzazione e le regole sottostanti che distribuiscono tutti gli altri minerali.,0.2199,-0.0034,0.51,0.0299,9.876,0.0412,0.427,dwelling,45.9524231,8.9281759,0.0,0.141,2,contextual,0.9,6.41,213.5,39.3,236.9,0.736,0.00326,0.00084,0.0,0.4335,0.4898,0.5263,it,2,contextual,0.9,Explains cultural/historical significance derived from concrete facts.
134,679.63,682.88,1139134220854,1142378220854,e questo significa che viene a mancare come il sindaco.,0.0786,-0.0537,0.636,0.0975,9.875,0.0308,0.147,dwelling,45.9524269,8.9281635,0.0,0.312,2,contextual,0.9,3.25,198.2,51.3,208.9,0.833,0.00271,0.00053,0.0,0.4445,0.4871,0.5683,it,2,contextual,0.9,"Analogy to frame consequences, providing context."
135,683.74,688.07,1143239220854,1147564220854,Questa è la città e questo è il sindaco che dice e definisce come si muove qui sotto.,0.1417,-0.1201,0.5,0.1324,9.921,0.1924,0.073,dwelling,45.9524269,8.9281673,0.0,0.0,2,contextual,0.9,4.33,218.8,27.9,141.1,0.654,0.00398,0.00108,0.0,0.4311,0.4506,0.6412,it,2,contextual,0.9,Metaphorical framing of the ecosystem's governing forces.
136,690.03,691.89,1149530220854,1151393220854,Noi stiamo camminando su un pezzettino molto sottile di foresta ma la foresta è,0.1107,-0.1018,0.726,0.1727,9.92,0.1197,0.482,dwelling,45.9524307,8.9281712,0.0,0.0,1,concrete,0.95,1.86,252.5,35.0,137.8,0.525,0.00305,0.00117,0.0,0.4559,0.4862,0.341,it,1,concrete,0.95,Describes current physical location and forest's nature.
137,696.68,698.97,1156179220854,1158466220854,"Molto sopra di noi e anche molto sotto di noi, no?",0.1884,-0.1546,0.462,0.0542,9.917,0.2067,0.074,dwelling,45.9524498,8.9281616,0.0,0.0,1,concrete,0.95,2.29,223.6,27.7,145.8,0.958,0.00342,0.00155,0.0,0.3945,0.4655,0.2475,it,1,concrete,0.95,Continues describing the physical extent of the forest.
138,698.99,701.07,1158486220854,1160572220854,Siamo come un pezzettino di un sandwich.,0.2327,-0.1341,0.476,0.0343,9.869,0.3413,0.074,scanning,45.9524498,8.9281635,0.0,0.0,2,contextual,0.9,2.08,227.8,23.8,94.9,0.545,0.00324,0.00111,0.0,0.4048,0.4408,0.3816,it,2,contextual,0.9,Uses a metaphor to explain their position.
139,702.78,707.25,1162277220854,1166746220854,In una superficie sandwich in cui tanto è importante quello che succede in basso?,0.1709,-0.2256,0.496,0.1391,9.897,0.2112,0.0,dwelling,45.9524498,8.9281654,0.067,0.0,2,contextual,0.9,4.47,255.1,30.9,133.6,0.843,0.00553,0.00252,0.021,0.6507,0.6327,0.7997,it,2,contextual,0.9,Elaborates on the sandwich analogy and its implications.
140,708.45,712.25,1167948220854,1171754220854,come quello che succede in alto.,-0.015,-0.0508,0.986,0.2894,10.005,0.5454,0.0,scanning,45.9524536,8.9281654,0.0,0.0,2,contextual,0.9,3.8,219.4,24.2,118.8,0.975,0.00391,0.00138,0.0,0.595,0.5864,0.5519,it,2,contextual,0.9,Completes the analogy about what happens above/below.
141,712.29,714.18,1171794220854,1173677220854,"C'è la quantità di usuli, quanta gente ha vissuto qua, quanti alberi, quanti animali.",0.1831,-0.199,0.699,0.0985,9.986,0.8419,0.0,scanning,45.9524536,8.9281673,0.0,0.0,1,concrete,0.95,1.89,202.6,21.3,78.4,1.0,0.004,0.00111,0.0,0.4913,0.5022,0.5569,it,1,concrete,0.95,Lists components and historical elements of the ecosystem.
142,714.72,719.55,1174218220854,1179045220854,"quanti antenati vegetali o animali di queste creature sono sotto, come i",0.2098,-0.1921,0.515,0.1163,9.92,0.0696,0.074,dwelling,45.9524536,8.9281693,0.0,0.0,1,concrete,0.95,4.83,210.9,26.6,211.6,0.728,0.00393,0.00151,0.0,0.4102,0.4835,0.4916,it,1,concrete,0.95,"Lists more concrete components, 'ancestors', below ground."
143,720.05,722.34,1179550220854,1181835220854,il micelio cioè la rete di funghi usa tutto questo per muovere gli alimenti per spostare di qua e di là,0.1911,-0.172,0.488,0.0307,9.918,0.0403,0.479,dwelling,45.9524651,8.928153,0.0,0.0,1,concrete,0.95,2.29,204.5,23.9,90.9,0.917,0.00363,0.00062,0.0,0.5603,0.5959,0.5974,it,1,concrete,0.95,Explains the function of mycelium within the ecosystem.
144,726.59,730.9,1186084220854,1190403220854,"e come i viventi più antichi hanno più autorità, loro decidono.",0.0748,-0.1568,0.494,0.0941,9.927,0.0308,0.147,dwelling,45.9524803,8.9281492,0.0,0.0,2,contextual,0.85,4.31,241.0,41.5,230.9,0.822,0.00414,0.00148,0.0,0.5761,0.582,0.4983,it,2,contextual,0.85,Generalization about older organisms' ecological influence.
145,731.93,737.4,1191427220854,1196903220854,Stiamo camminando in una rete molto più complicata della metropolitana di Londra.,0.2424,-0.1475,0.533,0.0775,9.913,0.0398,0.0,dwelling,45.9524841,8.928154,0.0,0.0,2,contextual,0.9,5.47,213.7,38.9,166.7,0.971,0.00379,0.00107,0.0,0.5143,0.5442,0.4892,it,2,contextual,0.9,Uses an analogy to illustrate the ecosystem's complexity.
146,738.14,739.38,1197637220854,1198884220854,c'è molto di più ci sono tante forme di vita,0.1319,-0.1949,0.467,0.0167,9.955,0.1469,0.0,dwelling,45.9524841,8.928153,0.0,0.0,2,contextual,0.85,1.24,197.1,25.7,88.0,0.667,0.00312,0.00113,0.0,0.5581,0.5823,0.5241,it,2,contextual,0.85,General statement on the abundance of life forms.
147,742.36,747.5,1201858220854,1207004220854,poche quelle che riusciamo a vedere e quelle che determinano la salute di tutto quanto in più sono invisibili.,0.037,-0.1538,0.437,0.1001,9.917,0.1828,0.431,dwelling,45.9524765,8.9281368,0.0,0.0,2,contextual,0.9,5.14,218.0,31.9,132.1,0.932,0.00409,0.00179,0.0,0.5529,0.5584,0.5513,it,2,contextual,0.9,Generalization about invisible organisms and ecosystem health.
