seg_idx,t_start_s,t_end_s,t_start_device_ns,t_end_device_ns,transcript,gaze_yaw_mean_rad,gaze_pitch_mean_rad,gaze_depth_mean_m,gaze_yaw_std_rad,head_accel_mag_mean,head_gyro_mag_mean,gps_speed_mps,body_state,lat,lon,left_hand_visible_frac,right_hand_visible_frac,discourse_level,discourse_label,discourse_confidence,seg_dur_s,f0_mean_hz,f0_std_hz,f0_range_hz,voiced_frac,energy_mean,energy_std,pause_frac,ser_arousal,ser_dominance,ser_valence,lang,level,label,confidence,rationale
150,744.06,744.28,4162531257012,4162754257012,Buongiorno.,0.0598,-0.1373,0.707,0.0426,9.282,0.7759,1.045,walking,45.9521599,8.927043,0.0,0.0,3,aside,1.0,0.22,127.4,5.2,15.1,1.0,0.01044,0.00346,0.0,,,,es,3,aside,1.0,Greeting
151,744.3,744.55,4162774257012,4163017257012,Buongiorno.,0.222,-0.1864,0.714,0.0636,10.285,0.4035,1.045,walking,45.9521599,8.927043,0.0,0.0,3,aside,1.0,0.25,98.1,1.8,4.6,1.0,0.00558,0.00055,0.0,,,,es,3,aside,1.0,Greeting
152,750.92,756.92,4169395257012,4175388257012,"Porque la mula sabe muchos caminos, por ejemplo, han sido diseñados por las mulas.",-0.0915,-0.1751,0.815,0.2846,9.99,0.7608,0.666,walking,45.952179,8.9270697,0.0,0.033,1,concrete,0.9,6.0,305.0,36.6,183.6,0.457,0.00173,0.00075,0.0,0.5764,0.5797,0.6494,es,1,concrete,0.9,Explains path formation by mules
153,758.99,761.12,4177462257012,4179588257012,Y las mulas van y poco a poco va rehaciendo lo mismo.,-0.0688,-0.2767,0.867,0.1871,9.961,0.4725,1.102,walking,45.952198,8.9271441,0.0,0.143,1,concrete,0.9,2.13,301.3,23.9,95.1,0.985,0.00138,0.00057,0.0,0.4206,0.3887,0.6487,es,1,concrete,0.9,Explains path formation by mules
154,761.14,762.86,4179608257012,4181333257012,Y ahí es como nace un camino.,-0.0594,-0.1472,1.094,0.2648,9.918,0.5444,0.963,walking,45.952198,8.9271708,0.0,0.0,1,concrete,0.9,1.72,250.5,20.1,63.4,0.389,0.00083,0.00023,0.0,0.6648,0.5935,0.6518,es,1,concrete,0.9,Explains how paths are formed
155,770.57,771.77,4189038257012,4190241257012,"Ya, perciben ustedes que es distinto, ¿no?",-0.0408,-0.2734,0.992,0.2209,10.209,0.8924,0.665,walking,45.9522324,8.9272575,0.0,0.0,1,concrete,0.9,1.2,294.4,58.4,207.0,0.816,0.00132,0.00051,0.0,0.5704,0.5262,0.4988,es,1,concrete,0.9,Refers to current distinct path
156,771.81,775.36,4190281257012,4193831257012,"En comparación con lo que hemos visto arriba antes, ¿no?",-0.13,-0.163,1.018,0.2663,9.96,0.634,0.518,walking,45.9522362,8.9272623,0.0,0.0,1,concrete,0.9,3.55,120.8,8.4,26.5,0.063,0.00191,0.00272,0.766,0.3934,0.3985,0.4623,es,1,concrete,0.9,Compares current path to prior
157,778.15,779.08,4196618257012,4197548257012,Es como que la acción humana,0.0732,-0.2498,0.82,0.3098,9.975,0.772,0.729,walking,45.9522591,8.9272909,0.0,0.0,1,concrete,0.9,0.93,273.1,47.5,134.6,0.9,0.00165,0.00052,0.0,0.6365,0.625,0.5559,es,1,concrete,0.9,Describes effect of human action
158,780.03,780.65,4198501257012,4199125257012,Acá nos distancia por el ancho,0.1641,-0.3773,0.767,0.0837,10.227,0.8052,0.858,walking,45.9522705,8.92729,0.0,0.0,1,concrete,0.9,0.62,,,,0.0,0.00127,0.00033,0.0,0.5397,0.5097,0.6558,es,1,concrete,0.9,Describes path's width
159,785.87,788.5,4204340257012,4206966257012,Ese camino está hecho para que volúmenes más grandes de nosotros.,-0.0911,-0.19,0.86,0.2138,9.973,1.0061,0.954,walking,45.9523087,8.9273558,0.0,0.0,1,concrete,0.9,2.63,277.3,36.9,119.5,0.494,0.00135,0.00089,0.0,0.5311,0.497,0.5749,es,1,concrete,0.9,Explains path's purpose/design
160,791.54,792.16,4210013257012,4210634257012,recorran eso.,-0.0274,-0.296,0.943,0.0394,10.203,0.4754,0.615,walking,45.9523239,8.9273834,0.0,0.571,1,concrete,0.9,0.62,,,,0.0,0.00095,0.00019,0.0,0.4129,0.3738,0.3884,es,1,concrete,0.9,Explains path's purpose/design
161,792.18,796.09,4210654257012,4214561257012,Entonces mi posibilidad de reconocer una flor,0.0466,-0.2333,0.77,0.0943,9.929,0.3463,0.738,walking,45.9523201,8.9274025,0.0,0.051,2,contextual,0.8,3.91,205.8,88.4,266.0,0.569,0.00108,0.00036,0.0,0.5919,0.5818,0.654,es,2,contextual,0.8,Generalization about path's impact on observation
162,798.48,801.84,4216945257012,4220310257012,"De ver un árbol, aunque sea solo por un metro o dos metros, varía.",0.0498,-0.2367,1.16,0.2752,9.995,0.9505,1.34,walking,45.9523621,8.9274683,0.0,0.0,2,contextual,0.8,3.36,266.2,58.8,188.0,0.368,0.00101,0.00037,0.0,0.444,0.4673,0.4306,es,2,contextual,0.8,Generalization about path's impact on observation
163,806.46,809.97,4224927257012,4228437257012,"Y no puedes ir en un bosque, por ejemplo, en un camino.",-0.0975,-0.1972,0.848,0.2143,9.953,0.5135,0.67,walking,45.9524193,8.927496,0.0,0.029,2,contextual,0.8,3.51,257.5,63.2,220.6,0.727,0.0014,0.00043,0.0,0.5792,0.543,0.3812,es,2,contextual,0.8,Framing the path's context/experience
164,810.03,811.42,4228501257012,4229886257012,"Esto ya no es un camino, es ya una carretera.",-0.0391,-0.2908,0.713,0.2073,9.952,0.5683,0.729,walking,45.9524117,8.9275141,0.0,0.571,1,concrete,0.9,1.39,278.0,29.2,140.4,0.75,0.00145,0.00036,0.0,0.6355,0.5851,0.5044,es,1,concrete,0.9,Reclassifies the current physical feature
165,814.2,817.13,4232672257012,4235597257012,"Entonces, una de las clases importantes que derivamos de ese mini paseo por el bosque es que",-0.0641,-0.3416,0.811,0.3467,9.896,0.8142,1.076,walking,45.9523849,8.9275599,0.0,0.034,2,contextual,0.95,2.93,260.2,39.0,140.9,0.978,0.00131,0.0004,0.0,0.5222,0.5233,0.5927,es,2,contextual,0.95,Framing a general lesson from prior activity
166,821.47,824.83,4239944257012,4243297257012,"No es solo la dirección, sino ese lancho.",-0.0881,-0.201,0.942,0.1963,9.906,0.4402,0.918,walking,45.952404,8.9276257,0.0,0.0,2,contextual,0.95,3.36,212.4,75.4,273.4,0.613,0.00102,0.00032,0.0,0.4878,0.493,0.4877,es,2,contextual,0.95,Elaborating on the general lesson's specific aspect
167,826.18,829.41,4244650257012,4247878257012,Y el ancho de una carretera así produce un problema gigante en la naturaleza que se llama...,0.1364,-0.6055,0.544,0.1319,9.914,0.3786,0.881,walking,45.9524384,8.9276505,0.0,0.031,1,concrete,0.95,3.23,299.6,59.0,163.6,0.307,0.0012,0.00042,0.0,0.4891,0.4799,0.419,es,1,concrete,0.95,Introducing a specific ecological problem and its cause
168,833.86,834.4,4252328257012,4252869257012,Fragmentación de hábitats.,-0.3251,-0.2993,0.739,0.2156,9.592,1.4342,0.56,walking,45.9524689,8.9277029,0.0,0.0,1,concrete,0.95,0.54,225.7,7.9,22.4,0.824,0.00111,0.00024,0.0,0.4726,0.4423,0.4627,es,1,concrete,0.95,Naming the specific ecological problem
169,834.42,838.1,4252889257012,4256574257012,"O sea, una hormiga puede cruzar esto.",-0.2303,-0.2055,1.141,0.3244,9.953,0.7218,0.729,walking,45.9524765,8.9277077,0.0,0.027,1,concrete,0.95,3.68,276.8,40.6,119.9,0.328,0.00139,0.00052,0.0,0.6286,0.6046,0.5612,es,1,concrete,0.95,Concrete example illustrating habitat fragmentation
170,840.03,840.45,4258501257012,4258922257012,No va a cruzar eso.,-0.4814,-0.0529,1.652,0.1691,9.775,0.833,0.669,walking,45.9524918,8.9277391,0.0,0.0,1,concrete,0.95,0.42,194.8,6.9,20.4,1.0,0.00141,0.00035,0.0,0.4582,0.4157,0.4322,es,1,concrete,0.95,Continuing concrete example of animal movement
171,846.76,848.53,4265234257012,4267005257012,otros polinadores no lo van a hacer.,-0.1497,-0.1184,1.367,0.2439,9.961,0.6111,1.036,walking,45.952507,8.927804,0.0,0.0,1,concrete,0.95,1.77,278.5,56.5,192.4,0.679,0.00258,0.00139,0.0,0.5481,0.5338,0.4378,es,1,concrete,0.95,Further concrete examples of affected species
172,850.91,855.45,4269385257012,4273916257012,"quizás una ardilla, quizás unos collazos un poco más grandes, pero debajo de una cierta dimensión",-0.1087,-0.27,0.924,0.1104,9.93,0.4272,0.918,walking,45.9525375,8.9278612,0.0,0.0,1,concrete,0.95,4.54,234.0,23.0,96.5,0.88,0.00225,0.00124,0.028,0.6568,0.6196,0.6305,es,1,concrete,0.95,More concrete examples and specific conditions
173,858.95,860.36,4277424257012,4278828257012,hay formas de vida que no van a cruzar.,-0.0501,-0.2204,0.809,0.1389,9.781,0.3449,0.9,walking,45.9525986,8.927846,0.0,0.2,1,concrete,0.95,1.41,261.5,18.9,56.8,0.644,0.00254,0.00131,0.0,0.4727,0.4763,0.5766,es,1,concrete,0.95,Summarizing the concrete impact on life forms
174,860.38,864.31,4278848257012,4282779257012,"Y cuando una forma de vida no puede cruzar,",-0.0035,-0.299,0.727,0.1696,9.946,0.4145,0.853,walking,45.9526215,8.9278374,0.0,0.0,1,concrete,0.95,3.93,252.2,29.0,114.1,0.626,0.00217,0.00136,0.0,0.4939,0.5234,0.4716,es,1,concrete,0.95,Setting up the definition/consequence of fragmentation
175,866.79,867.92,4285265257012,4286395257012,Se está fragmentando el hábitat.,-0.0589,-0.4075,0.608,0.0698,9.899,0.4822,0.563,walking,45.952652,8.9278469,0.0,0.0,1,concrete,0.95,1.13,234.5,21.0,106.9,0.917,0.00148,0.0003,0.0,0.55,0.5462,0.4924,es,1,concrete,0.95,Directly stating the core ecological problem
176,870.88,872.46,4289345257012,4290934257012,Y eso es la primera amenaza del bosque.,-0.0744,-0.3465,0.682,0.0857,9.922,0.4797,0.855,walking,45.9526672,8.9278498,0.0,0.0,2,contextual,0.95,1.58,223.2,12.2,56.1,0.46,0.00146,0.0007,0.0,0.4147,0.4723,0.2322,es,2,contextual,0.95,Categorizing importance: 'first threat' to forest
177,877.2,879.07,4295673257012,4297542257012,La segunda se llama casa.,-0.037,-0.3019,0.641,0.0742,9.926,0.4268,0.427,scanning,45.9526711,8.9278755,0.0,0.0,1,concrete,0.95,1.87,219.8,23.9,67.0,0.695,0.00208,0.0008,0.0,0.4626,0.4694,0.5455,es,1,concrete,0.95,Naming a second specific threat to the forest
178,881.46,886.29,4299932257012,4304758257012,"Pero si tú evitas esas dos, el bosque solito se defiende.",-0.0594,-0.2011,1.137,0.2327,9.909,0.7776,0.516,walking,45.9526978,8.9279175,0.0,0.104,2,contextual,0.95,4.83,310.9,55.6,175.7,0.397,0.00351,0.00245,0.119,0.6103,0.5641,0.6296,es,2,contextual,0.95,General principle about forest resilience
179,887.53,888.43,4306000257012,4306901257012,que también es cómodo.,0.0285,-0.5658,0.642,0.0912,9.951,0.571,0.517,walking,45.9527054,8.9279308,0.0,0.222,3,aside,0.9,0.9,282.1,35.4,109.4,1.0,0.00226,0.00139,0.0,0.5101,0.5126,0.2573,es,3,aside,0.9,Off-hand personal remark
180,888.53,893.01,4307001257012,4311485257012,"Una vez que tú has entendido que no hay que fragmentar y no hay que cazar,",-0.1853,-0.2826,0.94,0.1668,9.97,0.5681,0.955,walking,45.9527016,8.927969,0.0,0.067,2,contextual,0.9,4.48,267.6,50.2,200.9,0.879,0.00356,0.0018,0.021,0.6873,0.6407,0.5083,es,2,contextual,0.9,"General principle, setting context"
181,893.89,897.92,4312362257012,4316392257012,"y defienden esas dos normas microscópicas,",-0.0101,-0.3612,0.741,0.0739,9.982,0.5046,0.43,scanning,45.9527168,8.9279842,0.0,0.45,2,contextual,0.9,4.03,279.2,39.8,162.8,0.913,0.00255,0.00136,0.048,0.5676,0.5184,0.3576,es,2,contextual,0.9,Elaboration on general principle
182,900.03,900.53,4318501257012,4319005257012,que logra regenerarse.,0.0629,-0.6399,0.48,0.0237,9.462,0.4121,0.974,walking,45.9527359,8.9280138,0.0,0.0,2,contextual,0.85,0.5,266.3,47.9,117.6,0.875,0.00161,0.00048,0.0,0.5755,0.52,0.6929,es,2,contextual,0.85,General outcome of norms
183,904.27,909.72,4322737257012,4328193257012,"Pero claro, si nosotros, por ejemplo, permitimos en un circuito turístico que solo haya caminos así...",0.0131,-0.1861,0.956,0.2606,9.937,0.4754,0.791,walking,45.9527702,8.9280453,0.0,0.019,2,contextual,0.9,5.45,256.0,48.2,221.9,0.801,0.00178,0.00068,0.0,0.5997,0.6001,0.5557,es,2,contextual,0.9,Framing a hypothetical scenario
184,912.6,913.14,4331073257012,4331614257012,Y miren la diferencia.,0.1271,-0.3755,0.795,0.0797,10.149,1.2917,0.45,scanning,45.952755,8.9280729,0.0,0.0,3,aside,0.95,0.54,294.7,32.0,114.3,0.765,0.00241,0.00077,0.0,0.7069,0.6117,0.4599,es,3,aside,0.95,Procedural instruction to observe
185,913.91,914.53,4332376257012,4332997257012,Aparentemente es minimal.,0.1086,-0.2424,0.773,0.3239,10.253,0.6639,0.451,scanning,45.9527588,8.9280748,0.0,0.0,2,contextual,0.8,0.62,280.6,50.1,168.1,0.75,0.00242,0.00073,0.0,0.5747,0.4697,0.578,es,2,contextual,0.8,"Initial, superficial observation/framing"
186,914.55,915.37,4333017257012,4333839257012,Esa es la antigua y esa es la moderna.,0.2154,-0.1581,0.865,0.0786,9.874,0.5676,0.481,scanning,45.9527626,8.9280806,0.0,0.0,1,concrete,0.95,0.82,312.2,55.1,191.4,0.923,0.00189,0.00056,0.0,0.6252,0.5719,0.7712,es,1,concrete,0.95,Identifying specific features/objects
187,915.39,916.05,4333859257012,4334520257012,Parece literal.,-0.0361,-0.2259,0.854,0.0785,10.185,0.7277,0.481,scanning,45.9527626,8.9280806,0.0,0.0,2,contextual,0.8,0.66,,,,0.0,0.00093,0.0003,0.0,0.4806,0.4017,0.2373,es,2,contextual,0.8,Comment on superficial appearance
188,922.46,924.38,4340928257012,4342850257012,"Pero no lo es, cambia todo.",-0.1951,-0.2994,0.82,0.1971,9.91,0.7197,0.0,scanning,45.9527512,8.9280939,0.0,0.0,2,contextual,0.85,1.92,263.7,12.3,33.4,0.279,0.00111,0.00025,0.0,0.5587,0.5661,0.6888,es,2,contextual,0.85,Generalization about profound impact
189,924.4,929.07,4342870257012,4347536257012,Miren el comportamiento de la vegetación en el viejo,-0.2075,-0.2155,1.044,0.1222,9.959,0.1427,0.369,dwelling,45.9527473,8.9280968,0.0,0.0,1,concrete,0.9,4.67,276.2,57.6,211.3,0.842,0.00159,0.00038,0.0,0.487,0.4917,0.6103,es,1,concrete,0.9,Describes specific feature's behavior
190,930.03,930.71,4348501257012,4349183257012,"En el viejo, en el antiguo,",-0.2549,-0.2588,0.771,0.0586,9.725,0.2518,0.22,scanning,45.9527435,8.928093,0.0,0.0,1,concrete,0.95,0.68,177.3,14.7,36.8,0.636,0.00098,0.00017,0.0,0.1978,0.2458,0.1922,es,1,concrete,0.95,Clarifying specific feature reference
191,935.16,937.4,4353631257012,4355873257012,"Los arbustos pueden crecer, pueden hacer su trabajo.",0.1186,-0.209,0.626,0.3309,9.975,0.8777,0.425,scanning,45.9527321,8.9281101,0.273,0.0,1,concrete,0.95,2.24,239.8,40.7,144.8,0.775,0.00189,0.00087,0.0,0.501,0.5077,0.6195,es,1,concrete,0.95,Explains how specific feature works
192,942.05,946.04,4360516257012,4364515257012,Aquí el movimiento de los carros no es solamente...,-0.3467,-0.2969,0.908,0.0647,9.963,0.2775,0.854,walking,45.9527283,8.9281492,0.025,0.0,1,concrete,0.9,3.99,254.9,49.6,200.3,0.568,0.00146,0.00047,0.0,0.6956,0.6814,0.7093,es,1,concrete,0.9,Introduces specific activity and impact
193,946.07,948.75,4364535257012,4367221257012,una fragmentación del hábitat desde el punto de vista espacial.,-0.3295,-0.1992,1.154,0.101,9.924,0.0642,0.478,dwelling,45.9527168,8.9281549,0.0,0.0,1,concrete,0.95,2.68,215.6,19.1,75.1,0.917,0.00118,0.00028,0.0,0.4224,0.4597,0.5592,es,1,concrete,0.95,Explains specific consequence (fragmentation)
194,948.77,949.55,4367241257012,4368023257012,Es también acústico.,-0.1104,-0.1561,1.19,0.0803,9.935,0.0341,0.447,dwelling,45.9527092,8.9281616,0.0,0.0,1,concrete,0.95,0.78,195.7,19.5,55.4,1.0,0.00079,0.00012,0.0,0.2701,0.3473,0.4874,es,1,concrete,0.95,Adds specific characteristic of impact
195,955.15,959.91,4373620257012,4378377257012,"O sea, si tú pasas con un motor 100 veces, ya la hierbita no va a crecer.",0.0768,-0.2533,0.824,0.3952,10.007,0.7659,0.519,walking,45.9527359,8.9281712,0.021,0.104,1,concrete,0.95,4.76,234.7,40.4,161.7,0.785,0.00163,0.00083,0.0,0.4616,0.5006,0.5283,es,1,concrete,0.95,Explains direct impact on features.
196,960.03,962.8,4378501257012,4381270257012,"Mira, por ejemplo, ahí hay todo el musgo y acá no hay.",-0.2042,-0.2655,1.084,0.1561,9.891,0.4015,0.221,scanning,45.9527397,8.9281721,0.071,0.0,1,concrete,0.95,2.77,201.5,26.7,90.0,0.356,0.00145,0.00046,0.0,0.4455,0.472,0.5096,es,1,concrete,0.95,Direct observation of physical features.
197,965.77,967.06,4384240257012,4385527257012,No es un problema de temperatura.,-0.0307,-0.2537,0.942,0.214,9.874,0.6469,0.44,scanning,45.9527435,8.9281569,0.538,0.0,1,concrete,0.95,1.29,217.8,69.4,221.4,0.927,0.00221,0.00271,0.366,0.3417,0.3225,0.2961,es,1,concrete,0.95,Clarifies cause of observed difference.
198,968.99,969.91,4387462257012,4388384257012,Es una huella humana diferente.,-0.2074,-0.2515,1.025,0.2934,9.866,0.7821,0.292,scanning,45.9527397,8.9281492,0.556,0.0,1,concrete,0.95,0.92,295.0,45.2,136.8,0.966,0.00263,0.00099,0.0,0.5876,0.5549,0.2914,es,1,concrete,0.95,Names the specific observed phenomenon.
199,969.99,976.33,4388464257012,4394797257012,Esa es la huella industrial motorizada y eso es el sendero natural.,-0.1984,-0.2078,1.093,0.2134,9.909,0.1053,0.428,dwelling,45.9527283,8.9281483,0.19,0.0,1,concrete,0.95,6.34,223.3,33.5,195.1,0.759,0.00156,0.00049,0.0,0.4621,0.4948,0.586,es,1,concrete,0.95,Names and differentiates types of trails.
200,978.73,980.41,4397202257012,4398884257012,No sé si los anteojos logran grabar eso.,-0.289,-0.2313,0.931,0.0671,9.922,0.1324,0.074,dwelling,45.9527283,8.9281559,0.0,0.0,3,aside,0.95,1.68,191.3,15.1,48.9,0.245,0.00098,0.00019,0.0,0.3128,0.37,0.3512,es,3,aside,0.95,Procedural comment about recording equipment.
201,980.43,981.5,4398904257012,4399965257012,Sí.,-0.3882,-0.2217,0.824,0.0175,9.928,0.0576,0.074,dwelling,45.9527321,8.928154,0.0,0.0,3,aside,0.95,1.07,194.6,6.1,21.3,0.676,0.00091,0.00016,0.0,0.3461,0.3925,0.4785,es,3,aside,0.95,"Filler, simple acknowledgment."
202,989.29,989.43,4407762257012,4407905257012,"Sí, sí.",0.2413,-0.1566,0.511,0.0,11.084,3.0477,0.424,scanning,45.9527435,8.9281387,0.0,0.0,3,aside,0.95,0.14,,,,0.0,0.00072,0.00013,0.0,,,,es,3,aside,0.95,"Filler, simple acknowledgment."
203,990.03,990.25,4408501257012,4408721257012,"Sí, sí, sí.",0.2478,-0.1879,0.51,0.0695,9.932,1.1682,0.424,scanning,45.9527473,8.9281397,0.0,0.0,3,aside,0.95,0.22,154.0,5.1,11.5,1.0,0.00923,0.00111,0.0,,,,es,3,aside,0.95,"Filler, simple acknowledgment."
204,999.68,1002.67,4418153257012,4421145257012,"Cada vez en su vida, cuando van a ver dos senderos,",-0.0684,-0.1238,0.992,0.2806,10.038,0.8945,0.074,scanning,45.9527512,8.9281454,0.0,0.0,2,contextual,0.95,2.99,287.5,41.9,215.5,0.904,0.00142,0.00034,0.0,0.6197,0.5922,0.8135,es,2,contextual,0.95,Framing a general observation for audience.
205,1004.24,1007.83,4422710257012,4426304257012,"Hay un lindísimo poema de Robert Frost, que nunca he estado acá.",0.0026,-0.3314,0.716,0.279,9.989,1.0668,0.593,walking,45.952755,8.9281683,0.0,0.0,2,contextual,0.95,3.59,284.7,49.8,175.7,0.85,0.00117,0.00041,0.0,0.5989,0.5543,0.6806,es,2,contextual,0.95,"Introduces external, tangential literary context."
206,1010.26,1018.16,4428734257012,4436633257012,porque es un poeta de Estados Unidos pero es como esa imagen dice Two roads diverged in a wood,0.0201,-0.286,0.937,0.3181,9.954,0.5022,0.422,scanning,45.9527702,8.9281483,0.0,0.0,2,contextual,0.95,7.9,201.2,57.2,283.3,0.668,0.00121,0.00039,0.0,0.4837,0.5216,0.5514,es,2,contextual,0.95,Elaborates on tangential literary context.
207,1018.26,1018.42,4436733257012,4436895257012,Gracias.,0.3263,-0.2247,1.005,0.0,9.969,0.024,0.863,walking,45.9527969,8.9281397,0.0,0.0,3,aside,0.95,0.16,69.6,5.4,13.6,1.0,0.00114,0.00016,0.0,,,,es,3,aside,0.95,Polite interjection.
208,1020.03,1022.92,4438501257012,4441393257012,one less travel by and that made all the difference,-0.2613,-0.2781,0.934,0.3384,9.951,0.3489,0.074,scanning,45.9528046,8.9281359,0.0,0.517,2,contextual,0.95,2.89,178.9,41.7,231.8,0.703,0.00129,0.00019,0.0,0.2065,0.3246,0.3923,en,2,contextual,0.95,Completes a tangential literary quote.
209,1026.15,1027.54,4444625257012,4446009257012,"Yes, very beautiful.",0.3104,-0.3071,0.89,0.0749,9.94,0.3325,0.073,scanning,45.9528008,8.9281368,0.0,0.0,3,aside,0.95,1.39,67.8,0.9,2.8,0.386,0.00087,0.00017,0.0,0.3135,0.3119,0.4187,en,3,aside,0.95,"Appreciative, off-topic side comment."
210,1028.22,1029.12,4446691257012,4447593257012,It's a poem about...,-0.1459,-0.1733,1.249,0.1913,10.107,1.6241,0.073,scanning,45.9528008,8.9281378,0.0,0.0,2,contextual,0.9,0.9,190.0,5.2,18.3,0.345,0.00086,0.0002,0.0,0.3669,0.3374,0.4194,en,2,contextual,0.9,"Introduces a poem, providing context."
211,1034.2,1036.11,4452668257012,4454583257012,Autor de música que habla de él.,0.0846,-0.3588,0.801,0.3946,10.013,1.1091,0.148,scanning,45.9528046,8.9281397,0.211,0.0,2,contextual,0.9,1.91,199.3,33.9,102.0,0.833,0.0011,0.00028,0.0,0.5482,0.5575,0.5841,en,2,contextual,0.9,"Mentions an author/artist, providing background."
212,1041.38,1045.85,4459854257012,4464315257012,Robert Frost has been someone who knew the forests very well.,-0.146,-0.2568,0.866,0.2983,10.063,0.8266,0.43,scanning,45.9528313,8.9281454,0.023,0.0,2,contextual,0.9,4.47,244.9,46.7,205.3,0.771,0.00158,0.00042,0.0,0.6749,0.674,0.4297,en,2,contextual,0.9,Provides background on Robert Frost and forests.
213,1046.27,1048.18,4464737257012,4466648257012,Who rose the virgin of wood?,0.2938,-0.294,1.003,0.2431,9.949,1.3728,0.668,walking,45.9528351,8.9281702,0.0,0.0,2,contextual,0.9,1.91,234.7,35.7,150.0,0.7,0.00156,0.00027,0.0,0.3831,0.4055,0.5931,en,2,contextual,0.9,"Poses a conceptual question, framing a theme."
214,1048.24,1048.48,4466708257012,4466949257012,And I?,0.1595,-0.3141,0.953,0.0384,10.033,0.5915,0.566,walking,45.9528351,8.9281797,0.0,0.0,3,aside,0.9,0.24,316.0,20.1,70.4,0.875,0.00107,0.00015,0.0,,,,en,3,aside,0.9,"Short, interjectory personal question."
215,1048.5,1049.44,4466969257012,4467914257012,I took the one that's right.,-0.0797,-0.3208,1.223,0.0718,9.967,0.3252,0.564,walking,45.9528389,8.9281816,0.0,0.0,3,aside,0.9,0.94,,,,0.0,0.00127,0.00018,0.0,0.5537,0.5617,0.3569,en,3,aside,0.9,Speaker's personal reflection or choice.
216,1050.05,1050.85,4468521257011,4469322257012,es literalmente esto sí,0.1244,-0.4295,0.664,0.0444,10.146,0.2148,0.564,walking,45.9528427,8.9281855,0.0,0.0,3,aside,0.9,0.8,,,,0.0,0.00079,0.00014,0.0,0.5624,0.584,0.5154,es,3,aside,0.9,"Short, emphatic filler/confirmation."
217,1058.96,1061.12,4477428257012,4479595257012,"Vamos, volvemos lamentablemente a la civilización.",-0.2394,-0.1615,1.28,0.2156,10.132,0.9594,0.074,scanning,45.9528542,8.928216,0.0,0.0,3,aside,0.9,2.16,289.6,46.0,145.9,0.485,0.00099,0.00026,0.0,0.4529,0.4668,0.5027,es,3,aside,0.9,Describes procedural movement and personal feeling.
218,1070.49,1071.77,4488957257012,4490238257012,"occidental de hacerle flujo a veces es esto, ¿no?",0.2801,-0.1796,1.016,0.0356,10.0,0.3565,0.872,walking,45.9529114,8.9282637,0.0,0.538,2,contextual,0.9,1.28,299.8,80.6,187.8,0.585,0.00125,0.00019,0.0,0.4756,0.4678,0.3872,es,2,contextual,0.9,General observation or cultural framing.
219,1080.03,1081.05,4498501257012,4499523257012,"O sea, tenemos que ponerle una barrera.",-0.2719,-0.412,0.768,0.0897,9.964,0.4518,0.422,scanning,45.9529381,8.9282522,0.0,0.0,2,contextual,0.9,1.02,265.7,55.2,176.2,0.844,0.00203,0.00047,0.0,0.5841,0.5457,0.6372,es,2,contextual,0.9,Describes general human intervention/action.
220,1081.11,1083.56,4499583257012,4502028257012,Me da risa porque la abeja...,-0.1832,-0.3241,0.767,0.1617,9.967,0.6004,0.222,scanning,45.9529419,8.928256,0.0,0.0,3,aside,0.9,2.45,248.1,57.8,197.6,0.61,0.00124,0.00062,0.0,0.4324,0.4555,0.422,es,3,aside,0.9,Expresses a personal reaction or feeling.
221,1087.81,1089.36,4506283257012,4507830257011,"O sea, cualquier animal puede pasar de acá.",-0.099,-0.2871,0.734,0.2083,9.902,0.2453,0.221,dwelling,45.9529495,8.9282551,0.0,0.0,1,concrete,0.9,1.55,219.0,44.1,195.5,0.776,0.00279,0.00199,0.02,0.6774,0.6326,0.5798,es,1,concrete,0.9,Direct observation of the space's permeability.
222,1092.33,1097.7,4510802257012,4516170257012,"O sea, no hay ninguna forma de impedir a la abeja, al zorro, a cualquiera de destrozar todo eso o de ayudarlo.",-0.1778,-0.4349,0.538,0.1035,9.85,0.1608,0.074,dwelling,45.9529533,8.9282656,1.0,0.593,1,concrete,0.9,5.37,223.6,36.2,202.6,0.792,0.00252,0.00144,0.0,0.6684,0.6561,0.5574,es,1,concrete,0.9,Describes natural interactions and lack of control.
223,1100.35,1104.42,4518818257012,4522889257012,Pero nosotros culturalmente estamos como...,-0.123,-0.2591,0.759,0.1467,9.898,0.1965,0.0,dwelling,45.9529533,8.9282675,0.0,0.0,2,contextual,0.9,4.07,262.2,42.9,177.3,0.719,0.00149,0.00042,0.0,0.4786,0.5093,0.4824,es,2,contextual,0.9,Starts a cultural generalization about human behavior.
224,1105.26,1109.95,4523731257012,4528417257012,nos sentimos en la necesidad de delimitar un jardín.,-0.1801,-0.203,0.946,0.2149,9.893,0.3075,0.0,scanning,45.9529572,8.9282665,0.0,0.0,2,contextual,0.9,4.69,268.1,57.8,235.9,0.83,0.00174,0.00064,0.0,0.5077,0.5247,0.4599,es,2,contextual,0.9,Completes a cultural generalization about human behavior.
225,1110.03,1112.46,4528501257012,4530927257012,"Como para decir, eso es el diseño humano, eso es el desorden.",-0.1757,-0.442,0.642,0.0767,9.911,0.3283,0.147,scanning,45.9529686,8.9282618,0.32,0.4,2,contextual,0.9,2.43,278.1,43.6,174.2,0.526,0.00159,0.00101,0.039,0.6248,0.6083,0.5497,es,2,contextual,0.9,Generalization about human design versus natural order.
